Proveedor,Nombre del curso (MAYUSC),Nombre del curso (MINUSC),Descripción del curso,Número de horas de la formación,Tipo de certificado,Temática,Grupo,Sector de oportunidad ocupacional,Palabras Clave,Nombre del curso
SENA,LIDERAZGO EFECTIVO,Liderazgo efectivo,"El programa le permitirá a los aprendices mejorar su desempeño en las diferentes áreas de la organización y posibilita la potencialización de sus habilidades directivas, enfocando al liderazgo desde una perspectiva integral y humana; de este modo, se consolida la cultura organizacional en la empresa y se alcanza una armonía en eficiencia y eficacia, reflejada en mayor productividad.
",48.0,Certificado de aprobación,Fórmate,Habilidades blandas,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Servicios financieros, Construcción, Hidrocarburos y energía - renovables, Logística y Transporte.","HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO DE PERSONAL, ASERTIVIDA, BAJO PRESIÓN","LIDERAZGO EFECTIVO HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO PERSONAL, ASERTIVIDA, BAJO PRESIÓN"
SENA,"LIDERAZGO, MOTIVACIÓN Y TRABAJO EN EQUIPO","Liderazgo, motivación y trabajo en equipo","El liderazgo es la capacidad para influir en el comportamiento de otras personas para su transformación desde la integralidad y el ejemplo. En las organizaciones, el líder es quien direcciona a los equipos de trabajo desde sus habilidades de comunicación, motivación, gestión del cambio, solución de conflictos y toma de decisiones.
No existe líder sin equipo ni equipo sin líder, y a su vez, una organización no puede tener éxito si sus integrantes no saben trabajar en equipo. En este sentido, la presente acción de formación busca desarrollar las habilidades de liderazgo en el personal a cargo de la gestión y coordinación  de los equipos de trabajo, buscando siempre el logro de objetivos para impactar directamente en la productividad de la empresa y posicionarla en su sector, implicando así, un desarrollo económico no sólo para la región sino también para el país. El programa le permitirá a los aprendices mejorar su desempeño en las diferentes áreas de la organización y posibilita la potencialización de sus habilidades directivas, enfocando al liderazgo desde una perspectiva integral y humana; de este modo, se consolida la cultura organizacional en la empresa y se alcanza una armonía en eficiencia y eficacia, reflejada en mayor productividad.",40.0,Certificado de aprobación,Fórmate,Habilidades blandas,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO DE PERSONAL, ASERTIVIDA, BAJO PRESIÓN","LIDERAZGO, MOTIVACIÓN EQUIPO HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO PERSONAL, ASERTIVIDA, BAJO PRESIÓN"
SENA,LIMPIEZA DE ÁREAS Y SUPERFICIES,Servicios de limpieza áreas y superficies ,"La calidad en la prestación de los servicios depende en gran medida del adecuado manejo y aplicación de cada uno de los procedimientos asociados a la limpieza e higienización de áreas, superficies, equipos y materiales de trabajo por parte de las personas responsables en la organización.
El programa de formación complementaria Servicios de limpieza de áreas y superficies desarrolla en los aprendices la capacidad para aplicar las técnicas de limpieza y sanitización en diferentes áreas, superficies, y elementos y equipos de trabajo, manteniendo las normas de seguridad y aseo que definen los procedimientos, estándares de calidad.",40.0,Certificado de aprobación,Fórmate,Otros,"Salud, Construcción, Turismo, hoteles y gastronomía, Logística y Transporte.","ASEO, LIMPIEZA","SERVICIOS LIMPIEZA ÁREAS SUPERFICIES ASEO, LIMPIEZA"
SENA,MANEJO AVANZADO DE HERRAMIENTAS DE HOJAS DE CALCULO EXCEL,Manejo avanzado de herramientas de hojas de calculo excel,"El curso complementario de Excel Avanzado se creó para brindarle a las empresas que crecen de forma rápida y constante, la implementación de métodos que ayuden a su orden, Actualización, búsqueda y edición. Excel brinda todas las herramientas necesarias para estos procesos, sin embargo, éstas deben ser analizadas con mayor profundidad entendiendo el uso de Tablas Dinámicas, Filtros, Macros, Formularios y Funciones de Búsqueda para dicho objetivo.",60.0,Certificado de aprobación,Fórmate Digital,TI,"BPOs, Servicios financieros, Turismo, hoteles y gastronomía, Logística y Transporte.","EXCEL, ANÁLISIS DE DATOS, GESTIÓN DE INFORMACIÓN","MANEJO AVANZADO HERRAMIENTAS HOJAS CALCULO EXCEL EXCEL, ANÁLISIS DATOS, GESTIÓN INFORMACIÓN"
SENA,MANEJO BÁSICO DE HERRAMIENTAS OFIMÁTICAS I,Manejo básico de herramientas ofimáticas i,"El campo laboral exige cada día más personas competitivas y con conocimientos en el área de informática para la ejecución de muchos procesos que anteriormente se llevaban de manera manual o mecánica. No podemos ser ajenos al auge que tiene la tecnología en nuestras vidas, donde nos facilita muchas de nuestras tareas, permitiéndonos desde elaborar cartas, almacenar información, reproducir música, videos, entre otros, hasta comunicarnos con nuestros seres queridos en cualquier lugar del mundo.La ofimática comprende todas las actividades que van desde el almacenamiento de los datos en bruto, la transferencia electrónica y la gestión de información electrónica.",40.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","HERRAMIENTAS OFIMÁTICAS, ADMINISTRACIÓN, SECRETARIA, ASISTENTES","MANEJO BÁSICO HERRAMIENTAS OFIMÁTICAS I HERRAMIENTAS OFIMÁTICAS, ADMINISTRACIÓN, SECRETARIA, ASISTENTES"
SENA,MANEJO BÁSICO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL,Manejo básico de la herramienta de hoja de calculo,"Se ofrece el programa,con todos los elementos de formación profesional, sociales, tecnológicos y culturales, aportando como elementos diferenciadores de valor agregado metodologías de aprendizaje innovadoras, el acceso a tecnologías de última generación y una estructuración sobre métodos más que contenidos, lo que potencia la formación de ciudadanos librepensadores, con capacidad crítica, solidaria y emprendedora, factores que lo acreditan y lo hacen pertinente y coherente con su misión, innovando permanentemente de acuerdo con las tendencias y cambios tecnológicos y las necesidades del sector empresarial y de los trabajadores, impactando positivamente la productividad y competencia.",40.0,Certificado de aprobación,Fórmate Digital,TI,"BPOs, Servicios financieros, Turismo, hoteles y gastronomía, Logística y Transporte.","EXCEL, ANÁLISIS DE DATOS, GESTIÓN DE INFORMACIÓN","MANEJO BÁSICO HERRAMIENTA HOJA CALCULO EXCEL, ANÁLISIS DATOS, GESTIÓN INFORMACIÓN"
SENA,,Manejo de 3d studio max design conceptos generales," Se ha creado en concordancia con las líneas de aprendizaje y en el marco de la prospectiva del Centro Tecnológico del Mobiliario al 2019, donde se busca dar respuesta a las necesidades de capacitación que permitan la actualización del talento humano y corresponde a demandas especificas del sector del mobiliario y la comunidad en general.                                                                                                             
El sector del mobiliario su fortalecimiento y crecimiento socio-económico tanto a nivel regional como nacional, dependen en gran medida de un recurso humano cualificado y calificado, capaz de responder integralmente a la dinámica del sector.  Este programa de formación está orientado a toda la comunidad en general con énfasis en los siguientes tipos de población:  Trabajadores vinculados a procesos productivo (empleados o independientes. Buscadores de empleo inscritos en el servicio público de empleo. Personas pertenecientes a poblaciones vulnerables reconocidas en cualquiera de los
siguientes grupos: desplazados, reincorporados, madres cabeza de familia, personas inscritas en el Sisben, y grupos étnicos.
Egresados de programas de formación que requieren actualización o profundización en una o más competencias de su área de desempeño.                
",40.0,Certificado de aprobación,Fórmate Digital,TI,Industrias creativas y comunicación gráfica,"DISEÑO GRÁFICO, CREACIÓN DE CONTENIDO, AUDIOVISUAL","MANEJO 3D STUDIO MAX DESIGN CONCEPTOS GENERALES DISEÑO GRÁFICO, CREACIÓN CONTENIDO, AUDIOVISUAL"
SENA,MANEJO DE ADOBE ILLUSTRATOR,Manejo de adobe illustrator,"Proveer a los alumnos de la habilidad necesaria para trabajar con las herramientas del software ilustrador para poder crear gráficos, realizar ilustraciones vectoriales, para revistas, libros y diseño de piezas gráficas.",20.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI","DISEÑO GRÁFICO, CREACIÓN DE CONTENIDO, AUDIOVISUAL","MANEJO ADOBE ILLUSTRATOR DISEÑO GRÁFICO, CREACIÓN CONTENIDO, AUDIOVISUAL"
SENA,MANEJO DE ADOBE PHOTOSHOP,Manejo de adobe photoshop,"La utilización de imágenes en diversas actividades de la vida cotidiana y laboral, se han convertido en una alternativa para la presentación de la información y el desarrollo de piezas gráficas utilizadas en las campañas publicitarias, el diseño editorial y otras labores comerciales y empresariales.
Adobe Photoshop es una aplicación para la creación y edición de imágenes que permite realizar transformaciones, retoques y composiciones según las necesidades del usuario; además ofrece una amplia variedad de herramientas para el tratamiento de fotografías, pinturas y dibujos, que potencian la creatividad en el acondicionamiento de estas. El uso de estas herramientas que  permitarán  editar imágenes para incorporar los gráficos y las fotografías en diferentes espacios de manera sencilla, logrando productos de mejor calidad para este sector de mercado tan exigente en el país.
",40.0,Certificado de aprobación,Fórmate Digital,TI,Industrias creativas y comunicación gráfica,"DISEÑO GRÁFICO, CREACIÓN DE CONTENIDO, AUDIOVISUAL","MANEJO ADOBE PHOTOSHOP DISEÑO GRÁFICO, CREACIÓN CONTENIDO, AUDIOVISUAL"
SENA,MANEJO DE HERRAMIENTAS ESPECIALIZADAS CON ADOBE ILLUSTRATOR CS6,Manejo de herramientas especializadas con adobe illustrator cs6,"
Este curso especializado va más allá de del programa básico, profundiza mucho más para diseñadores gráficos y todos los profesionales relacionados con las artes gráficas, permite desarrollar habilidades que permitirán diseñar piezas gráficas, desarrollo de un proyecto gráfico; diferencia entre un vector y un mapa de bits; uso de herramientas de dibujo y texto, uso de la herramienta forma y de la herramienta texto; ventanas principales, entre ellas funcionalidad de la ventana de color y la ventana de muestras, crear, editar y manejar los objetos vectoriales; el trazado, uso de la herramienta pluma; explicación básica de los componentes de un trazado; funcionamiento de la ventana busca trazos.",40.0,Certificado de aprobación,Fórmate Digital,TI,Industrias creativas y comunicación gráfica,"DISEÑO GRÁFICO, CREACIÓN DE CONTENIDO, AUDIOVISUAL","MANEJO HERRAMIENTAS ESPECIALIZADAS CON ADOBE ILLUSTRATOR CS6 DISEÑO GRÁFICO, CREACIÓN CONTENIDO, AUDIOVISUAL"
SENA,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,Manejo de herramientas microsoft office 2016: excel,"
Dotar al alumno de los conocimientos necesarios para manejarse con soltura en la hoja de cálculo microsoft excel, el participante aprenderá las posibilidades que ofrece el curso y al mismo instante podrá aplicar los conocimientos adquiridos a cualquier otro campo. Se requiere que el aprendiz tenga dominio de las condiciones básicas relacionadas con el manejo de herramientas informáticas y de comunicación: correo electrónico, chats, procesadores de texto, hojas de cálculo, software para presentaciones, internet, navegadores y otros sistemas y herramientas tecnológicas necesarias para la formación virtual.",40.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","HERRAMIENTAS OFIMÁTICAS, ADMINISTRACIÓN, SECRETARIA, ASISTENTES","MANEJO HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL HERRAMIENTAS OFIMÁTICAS, ADMINISTRACIÓN, SECRETARIA, ASISTENTES"
SENA,MANEJO DE LA INFORMACIÓN TURÍSTICA REGIONAL ,Manejo de la informacion turística regional,"El programa genera una herramienta para las personas vinculadas al sector turístico y/o relacionado con atención a usuarios, buscando estandarizar la información general de la región, haciendo énfasis en los atractivos turísticos y los servicios complementarios.",40.0,Certificado de aprobación,Fórmate,Otros,"Turismo, hoteles y gastronomía",TURISMO,MANEJO INFORMACION TURÍSTICA REGIONAL TURISMO
SENA,MANEJO DE LAS HERRAMIENTAS DE ADOBE PHOTOSHOP CS6,Manejo de las herramientas de adobe photoshop cs6,"
Este curso permite desarrollar habilidades que te permitirán diseñar piezas gráficas, desarrollo de un proyecto gráfico, Diferencia entre un vector y un mapa de bits, Uso de herramientas de dibujo y texto, uso de la herramienta forma y de la herramienta texto. Ventanas principales, entre ellas funcionalidad de la ventana de color y la ventana de muestras, crear, editar y manejar los objetos vectoriales. El trazado, uso de la herramienta pluma. Explicación básica de los componentes de un trazado. Funcionamiento de la ventana busca trazos.",40.0,Certificado de aprobación,Fórmate Digital,TI,Industrias creativas y comunicación gráfica,"DISEÑO GRÁFICO, CREACIÓN DE CONTENIDO, AUDIOVISUAL","MANEJO HERRAMIENTAS ADOBE PHOTOSHOP CS6 DISEÑO GRÁFICO, CREACIÓN CONTENIDO, AUDIOVISUAL"
